Real_Rating,Raw_star_rating,Text,RNN_raw,RNN_Class,CNN_raw,CNN_Class,Logistic_Regression_raw,Logistic_Regression_Class,Naive_Bayes_raw,Naive_Bayes_Class,Random_Forest_raw,Random_Forest_Class,NLTK_raw,NLTK_Class,TextBlob_raw,TextBlob_Class
Negative,2.0,"['don’t', 'like', 'soft', 'comparison', 'brand', 'name', 'brand', 'name', 'firm', 'tend', 'last', 'longer', 'may', 'better', 'job', 'clean', 'teeth', 'dog', 'chomp', '30', 'second', 'regardless', 'size', 'tri']",2,Negative,2,Negative,2.0,Negative,2.0,Negative,2.0,Negative,0.0,Neutral,0.1277777777777778,Positive
Positive,5.0,"['receiv', 'order', 'date', 'promis', '', 'pleasedwil', 'order', 'soon']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,4.0,"['pup', 'love', 'somewhat', 'unfavor', 'odor', 'went', 'purchas', 'avail', 'keep', 'check']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['dog', 'love', 'pretti', 'good', 'size', 'good', 'valu', 'money']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.6333333333333333,Positive
Positive,5.0,"['one', 'everi', 'morn', 'breakfast', 'dad', 'say', '“now', 'it’', 'time', 'brush', 'teeth”', '“good', 'daddy”']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.7,Positive
Neutral,3.0,"['use', 'like', 'lot', 'sinc', 'product', 'amazon', 'product', 'compar', 'costco', 'sam', 'nowaday', 'dog', 'finish', '5', 'second', 'see', 'benefit', 'use', 'dental', 'treatment', 'gone', '5', 'second', 'think', 'someth', 'chang', 'hard']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,-0.09722222222222222,Negative
Neutral,3.0,"['princess', 'like', 'eat', 'anyth', 'rubberi', 'cant', 'imagin', 'realli', 'qualifi', 'dental', 'treat', 'treat', 'ye', 'dental', 'treat', 'mayb', 'probabl', 'cheaper', 'greeni', 'treat', 'cheaper', 'im', 'qualifi', 'say', 'arent', 'offici', 'dental', 'care', 'want']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.0,Neutral
Neutral,3.0,"['singl', 'chew', 'intact', 'open', 'bag', 'dog', 'enjoy', 'littl', 'piec', 'littl', 'concern', 'swallow', 'whole']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.20000000000000004,Positive
Positive,4.0,"['dog', 'enjoy', 'eat', 'treat', 'appreci', 'improv', 'breath']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.4,Positive
Positive,5.0,"['weve', 'tri', 'mani', 'treat', 'shih', 'tzo', 'daisi', 'she', '10', 'pound', 'extrem', 'picki', 'treat', 'eventu', 'given', 'away', 'wouldnt', 'eat', 'problem', 'treat', 'seem', 'constip', 'dog', 'anyon', 'els', 'notic', 'dog', 'daisi', 'sure', 'love', '', 'highli', 'recommend']",5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Neutral,3.0,"['dog', 'eat', 'noth', 'els', 'eat', 'mayb', 'hell', 'eat', 'week', 'bit', 'picki', 'doesnt', 'problem', 'dentastix', 'gener', 'brand', 'dont', 'seem', 'objection', 'hard', 'soft', 'smell', 'ok', 'dog', 'doesnt', 'eat']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.10277777777777779,Positive
Positive,5.0,"['problem', 'chew', 'dog', 'love', 'problem', 'sign', 'auto', 'order', 'product', '14', '', 'last', 'order', 'drop', 'see', 'gone', '2500', 'product', 'weight', 'etc', 'forewarn', 'auto', 'order', 'price', 'check', 'time', 'time']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.25,Positive
Positive,5.0,"['treat', 'done', 'amaz', 'job', 'reduc', '12', 'year', 'old', 'jack', 'russell’', 'tartar', 'skeptic', 'sinc', 'chew', 'entir', 'ineffect', 'read', 'mani', 'posit', 'review', 'get', 'dental', 'clean', 'estim', 'vet', 'figur', 'i’d', 'give', 'tri', 'it’', 'taken', '3', 'month', 'one', 'chew', 'day', 'see', 'improv', 'happen', 'i’m', 'sorri', 'didn’t', 'take', 'pictur', 'highli', 'recommend']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.23333333333333334,Positive
Positive,5.0,"['great', 'sub', 'greeni', 'far', 'pibbl', 'concern', 'mayb', 'even', 'better', 'love', 'like', 'greeni', 'pibbl', 'get', 'one', 'daili', 'eat', 'supper', 'get', 'total', 'excit', 'teeth', 'good', 'shape', 'well', 'pibblesapprov']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.4333333333333333,Positive
Negative,2.0,"['dog', 'touch', 'think', 'get', 'comparison', 'greeni', 'bc', 'color', 'greenread', 'care', 'unflavor', 'return', 'expens', 'mistak', 'care', 'thank']",2,Negative,2,Negative,2.0,Negative,2.0,Negative,2.0,Negative,0.0,Neutral,0.0,Neutral
Positive,5.0,"['3', 'larg', 'dog', 'use', 'nighttim', 'treat', 'dog', 'love', 'frequent', 'use', '23', 'medium', 'size', 'treat', 'help', 'dog', 'obtain', 'fresh', 'smell', 'breath']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.3,Positive
Positive,4.0,"['compar', 'lead', 'greeni', 'brand', 'though', 'believ', 'less', 'dens', 'good', 'bad', 'thing', 'depend', 'type', 'chewer', 'dog', 'sensit', 'teeth', 'one', 'gnaw', 'treat', 'great', 'option', 'dog', 'tendenc', 'gobbl', 'treat', 'great', 'option', 'enough', 'resist', 'make', 'dog', 'work', 'chew', 'consum']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.23888888888888893,Positive
Positive,5.0,"['great', 'valu', 'nice', 'soft', 'dog', 'don’t', 'disrupt', 'tummi']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['dog', 'love', 'seem', 'help', 'clean', 'teeth', 'especi', '13', 'year', 'puppi']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.43333333333333335,Positive
Neutral,3.0,"['say', 'dental', 'look', 'like', 'toothbrushbut', 'anyth', 'tooth', 'treat']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.0,Neutral
Positive,5.0,"['holi', 'moli', 'best', 'dental', 'chew', 'ive', 'ever', 'given', 'dog', 'elderli', 'plaqu', 'teeth', 'get', 'wors', 'ive', 'look', 'daili', 'tooth', 'care', 'work', 'tri', 'avoid', 'yearli', 'anesthesia', 'clean', 'age', 'get', 'chew', '6', 'week', 'everi', 'day', 'plaqu', 'liter', 'melt', 'teeth', 'like', 'turn', 'mush', 'someth', 'scrape', 'huge', 'chunk', 'nail', 'check', 'teeth', 'made', 'daili', 'brush', 'much', 'product', 'weve', 'tri', 'sever', 'chew', 'includ', 'greeni', 'expens', 'one', 'vet', 'none', 'work', 'like', 'dog', 'also', 'obsess', 'stalk', 'us', 'breakfast', 'toothbrush', 'side', 'stink', 'bad', 'bag', 'doesnt', 'make', 'breath', 'bad', 'anyth', 'worthwhil', 'trade', 'result', 'weve', 'cant', 'wait', 'vet', 'see']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.09444444444444454,Positive
Neutral,3.0,"['cheaper', 'greeni', 'qualiti', 'control', 'mani', 'treat', 'trim', 'properli', 'broken', 'half', 'work', 'greeni']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,-0.2833333333333333,Negative
Positive,5.0,"['dog', 'love', 'chew', 'bone', 'hate', 'greeni', 'product', 'ive', 'tri', 'vet', 'say', 'teeth', 'look', 'great']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.16666666666666666,Positive
Neutral,3.0,"['less', 'expens', 'adequ', 'poorli', 'made', 'knock', 'origin', 'ti', 'soft', 'bent', 'broke', 'easili', 'make', 'dental', 'clean', 'issu', 'question']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.10000000000000002,Positive
Positive,5.0,"['light', 'weight', 'size', 'ice', 'cube', 'dog', 'love', 'toothless', 'pup', 'it’', 'difficult', 'find', 'perfect', 'treat', 'i’m', 'glad', 'love', 'durabl', 'sinc', 'took', 'dog', 'bite', 'eat', 'that’', 'point', 'qualiti', 'amaz', 'foul', 'smell', 'linger', 'oder', 'finger']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.39999999999999997,Positive
Positive,5.0,"['ive', 'sever', 'bag', 'lamb', 'treat', 'dog', 'love', 'much', 'put', 'autoord', 'boxer', 'sensit', 'stomach', 'eat', 'pro', 'plan', 'lamb', '', 'oat', 'great', 'option', 'doesnt', 'upset', 'stomach', 'caus', 'loos', 'stool', 'strong', 'smell', 'great', 'train', 'treat', 'dont', 'crumbl', 'easili', 'pocket', 'leav', 'scent', 'behind', 'also', 'dont', 'crumbl', 'en', 'rout', 'isnt', 'lot', 'powder', 'bottom', 'bag', 'piec', 'differ', 'size', 'cut', 'larg', 'one', 'half', 'third', 'save', 'money', 'use', 'steak', 'knife', 'cut', 'easili', 'pleas', 'qualiti', 'palat', 'valu']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.27083333333333337,Positive
Positive,5.0,"['wag', 'freezedri', 'dog', 'treat', 'gamechang', 'household', 'dedic', 'pet', 'parent', 'commit', 'amazon', 'review', 'im', 'thrill', 'share', 'experi', 'pure', 'canin', 'delight', 'simpl', 'wholesom', 'ingredi', 'beauti', 'treat', 'lie', 'simplic', 'one', 'protein', 'ingredient—r', 'beef', 'liver—and', 'ad', 'grain', 'confid', 'offer', 'dog', 'know', 'theyr', 'get', 'wholesom', 'natur', 'snack', 'treat', 'feel', 'great', 'nutrientrich', 'flavor', 'beef', 'liver', 'dice', 'bites', 'piec', 'freezedri', 'perfect', 'process', 'preserv', 'nutrient', 'also', 'irresist', 'flavor', 'dog', 'goe', 'wild', 'treat', 'excit', 'eye', 'say', 'qualiti', 'compar', 'best', 'your', 'familiar', 'stella', '', 'chewi', 'singl', 'ingredi', 'raw', 'freezedri', 'treat', 'youll', 'find', 'wag', 'freezedri', 'dog', 'treat', 'worthi', 'altern', 'qualiti', 'par', 'best', 'market', 'offer', 'fantast', 'option', 'pet', 'parent', 'preserv', 'fresh', 'gentl', 'freezedri', 'process', 'ensur', 'treat', 'retain', 'fresh', 'everi', 'bite', 'burst', 'flavor', 'aroma', 'alon', 'get', 'dog', 'tail', 'wag', 'summari', 'wag', 'freezedri', 'dog', 'treat', 'musthav', 'treat', 'repertoir', 'embodi', 'simplic', 'qualiti', 'tast', 'dog', 'ador', 'amazon', 'review', 'dedic', 'provid', 'valuabl', 'insight', 'wholeheartedli', 'recommend', 'treat', 'fellow', 'pet', 'parent', 'epitom', 'wagworthi', 'reward', 'bring', 'joy', 'furri', 'famili', 'member']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5144105894105894,Positive
Positive,4.0,"['friend', 'famili', 'pass', 'away', 'took', 'ancient', '15', 'year', 'old', 'dog', 'constantli', 'scratch', 'chew', 'lick', 'unhealthi', 'obsess', 'manner', 'normal', 'bath', 'check', 'flea', 'none', 'took', 'vet', 'told', 'may', 'allerg', 'corn', 'bought', 'wag', 'brand', 'freez', 'dri', 'dog', 'treat', 'chicken', 'beef', 'liver', 'tri', 'move', 'away', 'dog', 'treatsfood', 'corn', 'see', 'help', 'rate', 'flavor', 'scent', 'valu', 'money', 'ill', 'cover', 'first', 'flavor', 'must', 'pretti', 'good', 'young', 'dog', 'adopt', 'ancient', 'one', 'love', 'scent', 'dog', 'get', 'super', 'excit', 'treat', 'could', 'simpli', 'new', 'seem', 'like', 'get', 'extra', 'excit', 'open', 'bag', 'believ', 'safe', 'say', 'smell', 'meat', 'content', 'open', 'scent', 'mild', 'nose', 'unpleasantli', 'obtrus', 'like', 'dog', 'treat', 'valu', 'money', 'freez', 'dri', 'meat', 'product', 'go', 'expens', 'got', 'deal', '3', 'oz', 'bag', 'worth', 'tri', 'prepar', 'dig', 'deepli', 'pocket', 'intend', 'switch', 'complet', 'type', 'food', 'treat', 'right', 'littl', '3', 'ounc', 'said', 'bought', 'sever', 'differ', 'bag', 'treat', 'ship', 'togeth', 'one', 'packag', 'open', 'said', 'box', 'notic', 'chicken', 'one', 'kind', 'crush', 'mostli', 'crumbl', 'beef', 'liver', 'one', 'still', 'whole', 'chunk', 'cube', 'appear', 'perhap', 'contain', 'treat', 'bounc', 'around', 'box', 'pulver', 'chicken', 'treat', 'could', 'still', 'util', 'chicken', 'dust', 'food', 'topper', 'mix', 'dog', 'kibbl', 'order', 'treat', 'contact', 'amazon', 'let', 'know', 'situat', 'state', 'would', 'forward', 'inform', 'feedback', 'appropri', 'parti', 'meantim', 'got', 'replac', 'ship', 'separ', 'spoiler', 'alert', 'also', 'came', 'chicken', 'dust', 'idk', 'mayb', 'whole', 'batch', 'damag', 'could', 'chicken', 'doesnt', 'hold', 'shape', 'well', '', 'delic', 'perhap', 'ship', 'way', 'rough', 'packag', 'want', 'abl', 'hand', 'feed', 'dog', 'whole', 'chunk', 'treat', 'might', 'want', 'find', 'physic', 'store', 'inspect', 'packag', 'prior', 'purchas', 'otherwis', 'might', 'inadvert', 'get', 'food', 'topper', 'instead', 'tldr', 'dog', 'love', 'buy', 'store', 'want', 'whole', 'treat', 'instead', 'treat', 'dust', 'updat', 'littl', 'research', 'freez', 'dri', 'food', 'learn', 'lot', 'freez', 'dri', 'food', 'meant', 'rehydr', 'consumpt', 'take', 'soak', 'bit', 'water', 'minut', 'reconstitut', 'meat', 'soft', 'raw', 'form', 'tri', 'bigger', 'liver', 'chunk', 'still', 'kind', 'dri', 'firm', 'middl', 'littler', 'chicken', 'piec', 'quickli', 'becam', 'sloppi', 'prepar', 'dog', 'wait', 'impati', 'give', 'bowl', 'rehydr', 'consid', 'technic', 'raw', 'product', 'sure', 'wash', 'hand', 'dog', 'dish', 'consum', 'treat', 'even', 'though', 'mine', 'polish', 'metal', 'bowl', 'long', 'food', 'gone', '😂', 'must', 'realli', 'like']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.03193015318015317,Positive
Positive,5.0,"['dryduh', 'also', 'size', 'unpredict', 'break', 'first', 'piec', 'safe', 'bite', '9', 'pound', 'hound', 'got', 'bag', 'choke', 'larg', 'piec', 'never', 'hear', 'say', 'die', 'chuy', 'love', 'much', 'happi', 'purchas', 'price', 'high']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.32199999999999995,Positive
Neutral,3.0,"['dog', 'prefer', 'chicken', 'beef', 'freez', 'dri', 'treat', 'lamb', 'beef', 'actual', 'one', 'would', 'buy', 'dog', 'love', 'chicken', 'treat', 'alway', 'come', 'broken', '', 'disintegr', 'top', 'dog', 'kibbl', 'theyr', 'unus', 'treat', 'beef', 'howev', 'alway', 'come', 'whole', '', 'intact']",3,Neutral,5,Positive,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,-0.057142857142857155,Negative
Positive,5.0,"['love', 'treat', 'much', 'dog', 'feel', 'good', 'give', 'simpli', 'one', 'ingredientin', 'past', 'treat', 'contain', 'sever', 'ingredi', '', 'tri', 'sever', 'popular', 'brand', 'caus', 'dog', 'seizur', 'elat', 'found', 'treat', 'one', 'worh', 'zero', 'side', 'effect']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.35,Positive
Positive,5.0,"['good', 'treat', 'teach', 'dog', 'trick', 'natur']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.7,Positive
Positive,4.0,"['four', 'star', 'one', 'three', 'dog', 'turn', 'nose', 'two', 'gobbl', 'eagerli', 'one', 'dog', 'isnt', 'particularli', 'epicur', 'someth', 'treat', 'doesnt', 'entic']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['need', 'break', 'bit', 'littl', 'dog', 'make']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['add', '2', 'meal', 'day', 'love']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['kitti', 'love', 'love', 'get', 'afford', 'bag', 'amazon']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['well', 'havent', 'tast', 'treat', 'theyr', 'dog', 'reaction', 'indic', 'theyr', 'realli', 'good']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.7,Positive
Positive,4.0,"['pet', 'love', 'dog', 'cat']",4,Positive,4,Positive,4.0,Positive,5.0,Positive,4.0,Positive,0.0,Neutral,0.5,Positive
Positive,4.0,"['hard', 'cat', '14', 'year', 'old', 'papillion', 'chew', 'gave', 'daughter', '7month', 'old', 'huskey', 'like']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.030555555555555558,Negative
Positive,4.0,"['alot', 'smaller', 'expect', 'give', '3', 'pitti', '3', 'last', 'love', 'tast', 'raw', 'meat', 'sinc', 'raw', 'diet', 'great', 'cronch']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.13974358974358975,Positive
Positive,5.0,"['dog', 'love', 'liver', 'treat', 'theyr', 'freez', 'dri', 'theyr', 'easi', 'keep', 'theyr', 'also', 'lightweight', 'good', 'snack', 'take', 'your', 'travel', 'wish', 'littl', 'bag']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.6,Positive
Positive,5.0,"['got', 'rescu', 'pup', 'healthi', 'snack', 'love', 'weren’t', 'expect', 'rescu', 'cat', 'would', 'go', 'crazi', 'hunter', 'appreci', 'fact', 'it’', 'pure', 'meat', 'highli', 'recommend', 'treat', 'better', 'price', 'bought', 'big', 'box', 'pet', 'store']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.3035714285714286,Positive
Positive,5.0,"['picki', 'eater', 'dog', 'love']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['knew', 'peopl', 'fed', 'dog', 'dog', 'treat', 'ask', '2', 'tri', 'give', 'small', 'dog', 'home', 'test', 'much', 'may', 'like', '1', 'piec', 'want', 'second', 'even', 'start', 'look', 'pocket', 'needless', 'say', 'order', 'bag', 'amazon', 'night', 'highli', 'reccomend']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.1375,Negative
Positive,5.0,"['dog', 'absolut', 'prefer', 'treat', 'treat', 'he’', 'giant', 'breed', 'old', 'somewhat', 'lazi', 'stubborn', 'jump', 'right', 'sleep', 'hear', 'us', 'open', 'bag', 'help', 'us', 'get', 'move', 'need', 'good', 'behavior', 'rewarddistract', 'vet', 'somewhat', 'sensit', 'stomach', 'don’t', 'give', 'mani', 'coupl', 'time', 'hasn’t', 'tummi', 'problem', 'yet', 'fairli', 'larg', 'size', 'treat', 'cannot', 'broken', 'easili', 'i’d', 'recommend', 'dog', 'handl', 'larger', 'size', 'treat', 'i’v', 'also', 'given', 'bag', 'neighbor’', 'medium', 'size', 'boxer', 'mix', 'love', 'much', 'definit', 'recommend', 'worth', 'money', 'qood', 'qualiti', 'freez', 'dri', 'singl', 'sourc', 'proteinmeat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.16857142857142854,Positive
Positive,5.0,"['dog', 'love', 'good', 'price', 'product', 'messi']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.6,Positive
Positive,5.0,"['dog', 'love', 'thing', 'get', 'excit', 'treat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,4.0,"['salmon', 'flavor', 'littl', 'strong', 'larg', 'piec', 'broken', 'smaller', 'dog', 'broke', 'tini', 'piec', 'would', 'recommend', 'larger', 'dog', 'puppi', 'seem', 'enjoy', 'ate', 'crumb', 'floor', 'found', 'expens', 'quantiti', 'bag']",4,Positive,4,Positive,4.0,Positive,5.0,Positive,4.0,Positive,0.0,Neutral,0.08666666666666666,Positive
Positive,5.0,"['perfect', 'size', 'grade']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,1.0,Positive
Positive,5.0,"['look', 'healthi', 'lightweight', 'treat', 'dog', 'forest', 'run', 'exactli', 'look', 'one', 'ingredi', 'sinc', 'freez', 'dri', 'they’r', 'light', 'easi', 'take', 'coupl', 'hand', 'trail', 'definit', 'buy']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.4,Positive
Positive,5.0,"['dog', 'complet', 'love', 'treat', 'kept', 'special', 'occas']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.4285714285714286,Positive
Positive,5.0,"['sweet', 'boy', 'go', 'atyp', 'spurt', 'eat', 'like', 'much', 'food', 'he', 'small', 'guy', 'concern', 'us', 'cours', 'still', 'feed', 'regular', 'dog', 'food', 'meal', 'tri', 'new', 'foodstreat', 'time', 'day', 'tri', 'first', 'time', 'week', 'love', 'make', 'happi', 'see', 'enjoy', 'get', 'calori', 'need', 'go', 'tri', 'flavor', 'next', 'thank', 'amazon']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.17626262626262626,Positive
Positive,5.0,['done'],5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['dog', 'go', 'crazi', 'treat', 'stand', 'stare', 'bag']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['love', 'use', 'kibbl', 'topper', 'standalon', 'treat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['purchas', 'special', 'treat', 'rare', 'occas', 'elderli', 'newbi', 'rescu', 'babi', 'think', 'amaz', 'young', 'boi', 'certain', 'textur', 'way', 'eat', 'constantli', 'spit', 'nibbl', 'go', 'back', 'devour', 'overandov', 'afterward', 'idea', 'issu', 'seem', 'enjoy', 'flavor', 'enough', 'want', 'stop', 'eat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.19591836734693877,Positive
Positive,4.0,"['start', 'give', 'freez', 'dri', 'chicken', 'breast', 'littl', 'diabet', 'dog', 'entir', 'attitud', 'toward', 'inject', 'chang', 'actual', 'look', 'forward', 'experi', 'neg', 'way', 'packag', 'ship', 'without', 'someth', 'keep', 'packag', 'slam', 'side', 'box', 'littl', 'bag', 'chunk', 'becom', 'bag', 'powderi', 'shred']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.3,Negative
Positive,5.0,"['spoil', 'fur', 'babi', 'hous', 'love', 'noth', 'healthi', 'feed', 'brainer', 'subscrib', 'beef', 'lamb', 'liver', 'best', 'bud', 'love']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.6666666666666666,Positive
Positive,5.0,"['call', 'product', 'crush', 'deliveri', 'refund', 'receiv', 'anoth', 'packag', 'broken', 'suppos', 'chunk']",5,Positive,5,Positive,5.0,Positive,4.0,Positive,5.0,Positive,0.0,Neutral,-0.4,Negative
Positive,5.0,"['mini', 'huski', 'klee', 'kia', 'love', 'treat', 'great', 'train', '😀']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.65,Positive
Positive,5.0,"['easi', 'beagl', 'chew', 'love', 'human', 'cup', 'tea']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.25,Positive
Positive,5.0,"['treat', 'perfect', '3', 'big', 'dog', 'love', 'crunch', 'love', 'arent', 'messi', 'like', 'treat', 'ive', 'tri']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,['love'],5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['get', 'super', 'excit', 'treat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.3333333333333333,Positive
Positive,5.0,"['pick', 'due', 'chicken', 'allergi', 'offic', 'dog', 'love', 'anytim', 'come', 'offic', 'open', 'door', 'beat', 'insid', 'sit', 'wait', 'treat', 'buy']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.056249999999999994,Negative
Positive,5.0,"['like', 'one', 'ingredi', 'break', 'chunk', 'small', 'piec', 'add', 'kibbl', 'doggo', 'like']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.25,Negative
Positive,5.0,"['wag', 'freez', 'dri', 'treat', 'dog', 'favorit', 'size', 'treat', 'big', 'enough', 'need', 'give', 'one', 'pleas', 'brand']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Neutral,3.0,"['cut', '4th', 'much', 'troubl', 'get', 'small', 'cube', 'local', 'groceri', 'store']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,-0.016666666666666663,Negative
Positive,4.0,"['variat', 'textur', 'size', '', 'big', 'soft', 'chunk', 'tough', 'crusti', 'sliver', '—', 'littl', 'annoy', 'it’', 'favorit', 'treat', 'picki', 'pup', 'sometim', 'grind', 'softer', 'piec', 'finger', 'sprinkl', 'food', 'like', 'season', 'love']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.052777777777777785,Positive
Positive,4.0,"['dog', 'love', 'treat', 'howev', 'pleas', 'make', 'sure', 'arent', 'bone', 'feed', 'dog', 'love']",4,Positive,4,Positive,4.0,Positive,5.0,Positive,4.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['2', 'puppi', 'snap', 'shape', 'hear', 'bag']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
